NAMA PEMOHON LELANG/PENJUAL,LOKASI,TAHUN LELANG,NILAI LIMIT,POKOK LELANG,URAIAN BARANG,Merk,Type,Tahun Kendaraan,Isi Silinder,Dok Kepemilikan
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,797000,2000000,"1 (Satu) Unit Sepeda Motor , merk Honda / NF100SL, Nomor Polisi DH 5657 YU(d.h. DH 515 G), Tahun Perakitan 2006, Nomor Rangka MH1HB31126K348492, Nomor Mesin HB31E-1342527, Dokumen Kepemilikan BPKB D Nomor 9842503 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2006,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1458000,2500000,"1 (Satu) Unit Sepeda Motor , merk Honda GL 160 D, Nomor Polisi DH 5477 VB (d.h. DH 5477 YU), Tahun Perakitan 2010, Nomor Rangka MH1KC118AK252950, Nomor Mesin KC11E-1254616, Dokumen Kepemilikan BPKB Tidak Ada dan STNK Ada, dalam kondisi Rusak Berat",Honda,GL 160,2010,160,STNK
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,823000,2555555,"1 (Satu) Unit Sepeda Motor , merk Honda / GL15A1DM/T, Nomor Polisi DH 5701 YU (d.h DH 5701 G), Tahun Perakitan 2011, Nomor Rangka MH1KC2115BK044175, Nomor Mesin KC21E-1044029, Dokumen Kepemilikan BPKB Nomor H-06169204 dan STNK Tidak Ada, dalam Kondisi Rusak Berat",Honda,GL Max,2011,150,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1452000,2555000,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5559 YU (d.h. DH 5559 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC121AK060661, Nomor Mesin JBC1E-2065046, Dokumen Kepemilikan BPKB Nomor H-01299582 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1371000,2500000,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5562 YU (d.h. DH 5562 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC121AK037851, Nomor Mesin JBC1E-2043475, Dokumen Kepemilikan BPKB Nomor H-01299585 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1054000,2099999,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5572 YU (d.h. DH 5572 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC114AK958145, Nomor Mesin JBC1E-1955951, Dokumen Kepemilikan BPKB Nomor H-01299595 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1452000,2105666,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5574 YU (d.h. DH 5574 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC119AK972395, Nomor Mesin JBC1E-1964893, Dokumen Kepemilikan BPKB Nomor H-01299597 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1452000,2255555,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5575 YU (d.h. DH 5575 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC127AK037854, Nomor Mesin JBC1E-2043477, Dokumen Kepemilikan BPKB Nomor H-01299598 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1452000,2777777,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5578 YU (d.h DH 5578 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC112AK981116, Nomor Mesin JBC1E-1976823, Dokumen Kepemilikan BPKB Nomor H-01299601 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1371000,1400000,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5579 YU (d.h. DH 5579 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC123AK025958, Nomor Mesin JBC1E-20294014, Dokumen Kepemilikan BPKB Nomor H-01299602 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1169000,2345678,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5580 YU (d.h. DH 5580 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC116AK930766, Nomor Mesin JBC1E-1929449, Dokumen Kepemilikan BPKB Nomor H-01299603 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1452000,2000000,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5582 YU (d.h. DH 5582 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC113AK930711, Nomor Mesin JBC1E-1929335, Dokumen Kepemilikan BPKB Nomor H-01299605 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1452000,2556000,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5584 YU (d.h DH 5584 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC119AK976530, Nomor Mesin JBC1E-1980221, Dokumen Kepemilikan BPKB Nomor H-01299607 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,633000,2222222,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5586 YU (d.h DH 5586 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC123AK024373, Nomor Mesin JBC1E-2016161, Dokumen Kepemilikan BPKB Nomor H-01299609 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1146000,2800000,"1 (Satu) Unit Sepeda Motor , merk/Type Honda / Supra Fit S, Nomor Polisi DH 5121 YU, Tahun Perakitan 2006, Nomor Rangka MH1HB32107K194915, Nomor Mesin HB32E-1186966, Dokumen Kepemilikan BPKB Tidak Ada dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2006,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,2084000,3257000,"1 (Satu) Unit Sepeda Motor , merk Honda / Mega Pro, Nomor Polisi DH 5665 G, Tahun Perakitan 2011, Nomor Rangka MHKC3117BK102860, Nomor Mesin KC31E-1102583, Dokumen Kepemilikan BPKB Tidak Ada dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Mega Pro,2011,150,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1468000,2222222,"1 (Satu) Unit Sepeda Motor , merk HONDA ABSOLUTE REVO / NF11B1D M/T, Nomor Polisi DH 5483 G, Tahun Perakitan 2010, Nomor Rangka MH1JBC115AK779838, Nomor Mesin JBC1E-1776475, Dokumen Kepemilikan BPKB Tidak Ada dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1064000,2777777,"1 (Satu) Unit Sepeda Motor , merk HONDA / SUPRA NF125 TD, Nomor Polisi DH 5794 VB , Tahun Perakitan 2012, Nomor Rangka MH1JB8115CK826592, Nomor Mesin JB81E-1823509, Dokumen Kepemilikan BPKB Tidak Ada dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra X,2012,125,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1658000,8008900,"1 (Satu) Unit Sepeda Motor , merk YAMAHA / YT 115 / YT 115, Nomor Polisi DH 5115 YU , Tahun Perakitan 2006, Nomor Rangka HH33WL0046K172849, Nomor Mesin 3HB-357021, Dokumen Kepemilikan BPKB Tidak Ada dan STNK Tidak Ada, dalam kondisi Rusak Berat",Yamaha,YT 115,2006,115,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1931000,8888888,"1 (Satu) Unit Sepeda Motor , merk Yamaha / YT 125, Nomor Polisi DH 5628 G, Tahun Perakitan 2002, Nomor Rangka MH33WL004YK-139844, Nomor Mesin 3HB-258148, Dokumen Kepemilikan BPKB Tidak Ada dan STNK Tidak Ada, dalam kondisi Rusak Berat",Yamaha,YT 125,2002,125,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1108000,1809999,"1 (Satu) Unit Sepeda Motor , merk Yamaha 1S7, JP MX, Nomor Polisi DH 5390 G, Tahun Perakitan 2009, Nomor Rangka MH31S7J0059K507158, Nomor Mesin 1S7 - 507158, Dokumen Kepemilikan BPKB F Nomor 6540667 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Yamaha,Jupiter MX,2009,135,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,680000,1050500,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5561 YU (d. h. DH 5561 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC126AK025923, Nomor Mesin JBC1E-2029387, Dokumen Kepemilikan BPKB Nomor H-011299584 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,916000,1257000,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 11B 1D M/T , Nomor Polisi DH 5573 YU (d.h. DH 5573 G), Tahun Perakitan 2010, Nomor Rangka MH1JBC11XAK981123, Nomor Mesin JBC1E-1976869, Dokumen Kepemilikan BPKB Nomor H-01299596 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Revo,2010,110,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,451000,2000000,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 100 SL, Nomor Polisi DH 5053 YU (d.h. DH 5053 G), Tahun Perakitan 2006, Nomor Rangka MH1HB31166K512858, Nomor Mesin HB31E-1509917, Dokumen Kepemilikan BPKB D Nomor 9842629 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2006,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,404000,1777777,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 100 SL, Nomor Polisi DH 5059 G, Tahun Perakitan 2006, Nomor Rangka MH1HB31146K514138, Nomor Mesin HB31E- 1503788, Dokumen Kepemilikan BPKB D Nomor 9842635 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2006,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,686000,2800000,"1 (Satu) Unit Sepeda Motor , merk Honda 125 D, Nomor Polisi DH 5627 G (d.h. DH 483 G), Tahun Perakitan 2005, Nomor Rangka MHIJB22135K-253044, Nomor Mesin JB22E-1251810, Dokumen Kepemilikan BPKB E Nomor 6741042 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra X,2005,125,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,797000,999999,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 100 SLD, Nomor Polisi DH 5655 YU (d.h. DH 5655 G), Tahun Perakitan 2006, Nomor Rangka MH1HB41136K210613, Nomor Mesin HB41E-1221593, Dokumen Kepemilikan BPKB D Nomor 9842534 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2006,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,608000,3555666,"1 (Satu) Unit Sepeda Motor , merk HONDA MCB, Nomor Polisi DH 315 G, Tahun Perakitan 2004, Nomor Rangka MH1HABD134K044481, Nomor Mesin HABDE-1044603, Dokumen Kepemilikan BPKB C Nomor 9406189 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Win MCB,2004,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,365000,1500000,"1 (Satu) Unit Sepeda Motor , merk Honda C 100 ML , Nomor Polisi DH 940 HA, Tahun Perakitan 2002, Nomor Rangka MH1NFGF172K045869, Nomor Mesin NFGFE-1060362, Dokumen Kepemilikan BPKB C Nomor 5017874 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Astrea C100,2002,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,797000,1025500,"1 (Satu) Unit Sepeda Motor , merk Honda NF 100 SL, Nomor Polisi DH 514 G, Tahun Perakitan 2006, Nomor Rangka MH1HB31116K347611, Nomor Mesin HB31E1345231, Dokumen Kepemilikan BPKB D Nomor 9842502 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2006,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,453000,2000000,"1 (Satu) Unit Sepeda Motor , merk Honda MCB, Nomor Polisi DH 5387 G, Tahun Perakitan 2004, Nomor Rangka MH1HABD104K042526, Nomor Mesin HABDE1042136, Dokumen Kepemilikan BPKB D Nomor 0893912 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Win MCB,2004,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,816000,1025500,"1 (Satu) Unit Sepeda Motor , merk Honda NF 100 SL, Nomor Polisi DH 513 G, Tahun Perakitan 2006, Nomor Rangka MH1HB311X6K354850, Nomor Mesin HB31E 1350404, Dokumen Kepemilikan BPKB D Nomor 9842501 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2006,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,1810000,2500000,"1 (Satu) Unit Sepeda Motor , merk Honda NF 125 TD, Nomor Polisi DH 5801 G, Tahun Perakitan 2012, Nomor Rangka MH1JB8112CK754606, Nomor Mesin JB81E-1750620, Dokumen Kepemilikan BPKB Nomor J - 03577915 dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra X,2012,125,BPKB
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,353000,1509999,"1 (Satu) Unit Sepeda Motor , merk Honda NF 100 L , Nomor Polisi DH 438 G, Tahun Perakitan 2005, Nomor Rangka MH1HB11135K868929, Nomor Mesin HB11E-1865791, Dokumen Kepemilikan BPKB D Nomor 6303459 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2005,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,451000,1200000,"1 (Satu) Unit Sepeda Motor , merk Honda NF 100 SL , Nomor Polisi DH 5027 G, Tahun Perakitan 2006, Nomor Rangka MH1HB31136K505267, Nomor Mesin HB31E-1506868, Dokumen Kepemilikan BPKB D Nomor 9842603 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2006,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,797000,1629999,"1 (Satu) Unit Sepeda Motor , merk Honda NF 100 SL , Nomor Polisi DH 5028 YU (d.h. DH 5028 G), Tahun Perakitan 2006, Nomor Rangka MH1HB311X6K505153, Nomor Mesin HB31E-1506856, Dokumen Kepemilikan BPKB D Nomor 9842604 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2006,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,2040000,2876543,"1 (Satu) Unit Sepeda Motor , merk YAMAHA YT 115 CC SPORT , Nomor Polisi DH. 5112 YU , Tahun Perakitan 2006, Nomor Rangka MH33WL0046K172870, Nomor Mesin 3HB-357058, Dokumen Kepemilikan BPKB Tidak Ada dan STNK Ada, dalam kondisi Rusak Berat",Yamaha,YT 115,2006,115,STNK
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,591000,2000099,"1 (Satu) Unit Sepeda Motor , merk HONDA NF 100 TD, Nomor Polisi DH 5242 YU (d.h.DH 5242 G), Tahun Perakitan 2007, Nomor Rangka MH1HB61177K176561, Nomor Mesin HB61E-1178434, Dokumen Kepemilikan BPKB E Nomor 6741404 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2007,100,Tidak Ada
Sekretariat Daerah Pemerintah Kabupaten Rote Ndao,Rote Ndao,2023,797000,1999000,"1 (Satu) Unit Sepeda Motor , merk Honda NF 100 SL , Nomor Polisi DH 5083 YU (d.h DH 5083 G), Tahun Perakitan 2006, Nomor Rangka MH1HB31136K591681, Nomor Mesin HB31E-1590354, Dokumen Kepemilikan BPKB E Nomor 2198074 O dan STNK Tidak Ada, dalam kondisi Rusak Berat",Honda,Supra Fit,2006,100,Tidak Ada
BTN Kelimutu,Ende,2022,1476563,3755000,"1 (satu) unit Sepeda Motor, Merk Honda, Type Win (MCB), Tahun Pembuatan 2005, Nomor Polisi EB 4784 WA, Nomor Rangka MH1HABD185K130385, Nomor Mesin HABDE-1129316, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc, BPKB D No. 6944900 O atas nama Balai Taman Nasional Kelimutu dalam kondisi rusak berat.",Honda,Win,2005,100,Tidak Ada
BTN Kelimutu,Ende,2022,1425815,3789000,"1 (satu) unit Sepeda Motor, Merk Honda, Type Win (MCB), Tahun Pembuatan 2005, Nomor Polisi EB 4785 WA, Nomor Rangka MH1HABD105K110681, Nomor Mesin HABDE-1110456, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc, BPKB D No. 6944901 O atas nama Balai Taman Nasional Kelimutu dalam kondisi rusak berat",Honda,Win,2005,100,Tidak Ada
BTN Kelimutu,Ende,2022,1490380,3897000,"1 (satu) unit Sepeda Motor, Merk Honda, Type Win (MCB), Tahun Pembuatan 2005, Nomor Polisi EB 4786 WA, Nomor Rangka MH1HABD175K110693, Nomor Mesin HABDE-1110461, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc, BPKB D No. 6944902 O atas nama Balai Taman Nasional Kelimutu dalam kondisi rusak berat.",Honda,Win,2005,100,Tidak Ada
BTN Kelimutu,Ende,2022,2496000,3900000,"1 (satu) unit Sepeda Motor, Merk Yamaha, Type YT 115cc SPORT, Tahun Pembuatan 2006, Nomor Polisi EB 4787 WA, Nomor Rangka MH33WL0046K167030, Nomor Mesin 3HB346493, Warna Hijau Metalik, Bahan Bakar Bensin, Isi Silinder 115 cc, BPKB D No. 9620212 G atas nama Balai Taman Nasional Kelimutu dalam kondisi rusak berat",Yamaha,YT 115,2006,115,Tidak Ada
BTN Kelimutu,Ende,2022,2496000,3800100,"1 (satu) unit Sepeda Motor, Merk Yamaha, Type YT 115cc SPORT, Tahun Pembuatan 2006, Nomor Polisi EB 4788 WA, Nomor Rangka MH33WL0046K167239, Nomor Mesin 3HB346375, Warna Hijau Metalik, Bahan Bakar Bensin, Isi Silinder 115 cc, BPKB D No. 9620217 G atas nama Balai Taman Nasional Kelimutu dalam kondisi rusak berat.",Yamaha,YT 115,2006,115,Tidak Ada
Rudenim Kupang,Kota Kupang,2022,1248000,3700000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF 100L (Supra Fit), Tahun Pembuatan 2005, Nomor Polisi DH 2220 WK, Nomor Rangka MH1HB11185K828202, Nomor Mesin HB11E-1826131, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc, BPKB D No. 6303339 O atas nama Rumah Detensi Imigrasi Kupang NTT dalam kondisi rusak berat",Honda,Supra Fit,2005,100,Tidak Ada
Rudenim Kupang,Kota Kupang,2022,2072000,4765000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF 100 SLD, Tahun Pembuatan 2005, Nomor Polisi DH 2324 WK, Nomor Rangka MH1HB41155K124945, Nomor Mesin HB41E-1121957, Warna Hitam Silver, Bahan Bakar Bensin, Isi Silinder 100 cc, BPKB E No. 5339588 O atas nama Kantor Rumah Detensi Imigrasi dalam kondisi rusak berat",Honda,Supra Fit,2005,100,Tidak Ada
Rudenim Kupang,Kota Kupang,2022,1087000,4250000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF 100 SLD, Tahun Pembuatan 2005, Nomor Polisi DH 2321 WK, Nomor Rangka MH1HB41145K183484, Nomor Mesin HB41E-1189480, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc, BPKB E No. 5339587 O atas nama Kantor Rumah Detensi Imigrasi dalam kondisi rusak berat",Honda,Supra Fit,2005,100,Tidak Ada
Rudenim Kupang,Kota Kupang,2022,2057000,4567890,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF 100 SLD, Tahun Pembuatan 2006, Nomor Polisi DH 2322 WK, Nomor Rangka MH1HB41106K226848, Nomor Mesin HB41E-1227855, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc, BPKB E No. 5339586 O atas nama Kantor Rumah Detensi Imigrasi dalam kondisi rusak berat -",Honda,Supra Fit,2006,100,Tidak Ada
Rudenim Kupang,Kota Kupang,2022,2155000,4777777,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF 100 SE, Tahun Pembuatan 2008, Nomor Polisi DH 2144 AW, Nomor Rangka MH1HB71158K739310, Nomor Mesin HB71E-1729642, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100 cc, BPKB F No. 3796072 O atas nama Rumah Detensi Imigrasi Kupang dalam kondisi rusak berat",Honda,Supra Fit,2008,100,Tidak Ada
Rudenim Kupang,Kota Kupang,2022,2112000,5689000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF11B1D, Tahun Pembuatan 2009, Nomor Polisi DH 2914 WK, Nomor Rangka MH1JBC1129K374211, Nomor Mesin JBC1E-1374418, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 110 cc, BPKB G No. 1098353 O atas nama Bendahara Pengeluaran Rumah Detensi Imigrasi Kupang dalam kondisi rusak berat",Honda,Revo,2009,110,Tidak Ada
Rudenim Kupang,Kota Kupang,2022,1699000,4879000,"1 (satu) unit Sepeda Motor, Merk Honda, Type NF 100 SL, Tahun Pembuatan 2007, Nomor Polisi DH 2755 WK, Nomor Rangka MH1HB32127K338352, Nomor Mesin HB32E-1297846, Warna Hitam-Orange, Bahan Bakar Bensin, Isi Silinder 100 cc, BPKB E No. 5777094 O atas nama Rumah Detensi Imigrasi Kupang dalam kondisi rusak berat",Honda,Supra Fit,2007,100,Tidak Ada
KPP Pratama Atambua,Belu,2022,2700000,5125000,"Satu unit kendaraan roda dua, merk Honda, Type NF 125 SD, Jenis Sepedamotor, Model Solo, Tahun 2006, isi silinder 125 cc, Nomor Rangka MH1JB51136K703246 Nomor Mesin JB51E1704032, dengan Nomor Polisi DH 2362 WB, sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) Nomor : N-09994500, Surat Tanda Nomor Kendaraan Bermotor (STNK) Nomor : 09763193 atas nama KPPBB Kupang.",Honda,Supra X,2006,125,Tidak Ada
KPP Pratama Atambua,Belu,2022,2700000,4678999,"Satu unit kendaraan roda dua, merk Honda, Type NF 125 SD, Jenis Sepedamotor, Model Solo, Tahun 2006, isi silinder 125 cc, Nomor Rangka MH1JB51136K703201 Nomor Mesin JB51E1703770, dengan Nomor Polisi DH 2364 WB, sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) Nomor : N-09925826, Surat Tanda Nomor Kendaraan Bermotor (STNK) Nomor : 09763192 atas nama KPPBB Kupang.",Honda,Supra X,2006,125,Tidak Ada
KPP Pratama Atambua,Belu,2022,3000000,4678999,"Satu unit kendaraan roda dua, merk Yamaha, Type NF 5TP, Jenis Sepedamotor, Model Sepedamotor Solo, Tahun 2005, isi silinder 110 cc, Nomor Rangka MH35TP0065K608776 Nomor Mesin 5TP-833601, dengan Nomor Polisi DH 2549 WR, sebagaimana tercantum di Buku Pemilikan Kendaraan Bermotor (BPKB) D Nomor : 6305781 O, Surat Tanda Nomor Kendaraan Bermotor (STNK) Nomor : 05244269.C atas nama Kantor Penyuluhan Dan Pengamatan Potensi Perpajakan Atambua.",Yamaha,Jupiter Z,2005,110,Tidak Ada
Balmon Kelas I Kupang,Kota Kupang,2022,750000,2677779,"1 (Satu) Unit Sepeda Motor, Merk Honda, Type NF 100, Tahun Pembuatan 2002, Nomor Polisi DH 2901 WK, Nomor Rangka MH1KEV7132K124240, Nomor Mesin KEV7E1125136, Warna Hitam, Bahan Bakar Bensin, Isi Selinder 100 cc, BPKB No. O-01423860 atas nama Balai Monitor Kelas I Kupang dalam kondisi rusak berat.",Honda,Supra Fit,2002,100,BPKB
Balmon Kelas I Kupang,Kota Kupang,2022,750000,2255779,"1 (Satu) Unit Sepeda Motor, Merk Honda, Type NF 100, Tahun Pembuatan 1999, Nomor Polisi DH 2902 WK, Nomor Rangka MH1KEVL19XK068186, Nomor Mesin KEVLE1068243, Warna Hitam, Bahan Bakar Bensin, Isi Selinder 100 cc, BPKB No. O-01423859 atas nama Balai Monitor Kelas I Kupang dalam kondisi rusak berat.",Honda,Supra Fit,1999,100,BPKB
Balmon Kelas I Kupang,Kota Kupang,2022,1000000,4444444,"1 (Satu) Unit Sepeda Motor, Merk Honda, Type NF 125 D, Tahun Pembuatan 2006, Nomor Polisi DH 2433 WC, Nomor Rangka MH1JB52186K147837, Nomor Mesin JB52E-1147619, Warna Biru-Merah, Bahan Bakar Bensin, Isi Selinder 125 cc, BPKB D No. 9748580 O atas nama Balmon Frek Radio Dan Orsat Klas II dalam kondisi rusak berat.",Honda,Supra X,2006,125,Tidak Ada
Kemenag Kota Kupang (Bimas Hindu),Kota Kupang,2022,400000,2222222,"1 (Satu) Unit Motor, Merk Honda, Type NF 100 SLD, Tahun Pembuatan 2007, Nomor Polisi DH 2102 WK, Nomor Rangka MH1HB41105K185622, Nomor Mesin HB41E1194218, Warna Hitam, Bahan Bakar Bensin, Isi Selinder 100 cc, BPK E No. 4547811 G atas nama Ditjen Bimas Hindu/Budha dalam kondisi rusak berat.",Honda,Supra Fit,2007,100,Tidak Ada
